SimNum,Stage,Scenario,Demand,Wind,c_DA,Model
84,14,5.0,3.0,5.0,0.0,Expected
84,15,5.0,3.0,5.0,0.0,Expected
84,16,2.0,3.0,2.0,0.0,Expected
84,17,5.0,5.0,5.0,0.0,Expected
84,18,3.0,5.0,3.0,0.0,Expected
84,19,2.0,5.0,2.0,0.0,Expected
84,20,5.0,3.0,5.0,0.0,Expected
84,21,3.0,3.0,3.0,0.0,Expected
84,22,5.0,3.0,5.0,0.0,Expected
84,23,3.0,3.0,3.0,0.0,Expected
84,24,4.0,3.0,4.0,0.0,Expected
85,1,4.0,1.0,4.0,0.0,Expected
85,2,5.0,1.0,5.0,0.0,Expected
85,3,3.0,1.0,3.0,0.0,Expected
85,4,3.0,1.0,3.0,0.0,Expected
85,5,3.0,1.0,3.0,0.0,Expected
85,6,5.0,4.0,5.0,0.0,Expected
85,7,5.0,4.0,5.0,0.0,Expected
85,8,4.0,4.0,4.0,0.0,Expected
85,9,4.0,3.0,4.0,0.0,Expected
85,10,5.0,3.0,5.0,0.0,Expected
85,11,2.0,3.0,2.0,0.0,Expected
85,12,2.0,3.0,2.0,0.0,Expected
85,13,3.0,3.0,3.0,0.0,Expected
85,14,2.0,3.0,2.0,0.0,Expected
85,15,4.0,3.0,4.0,0.0,Expected
85,16,4.0,3.0,4.0,0.0,Expected
85,17,4.0,5.0,4.0,0.0,Expected
85,18,5.0,5.0,5.0,0.0,Expected
85,19,4.0,5.0,4.0,0.0,Expected
85,20,3.0,3.0,3.0,0.0,Expected
85,21,4.0,3.0,4.0,0.0,Expected
85,22,5.0,3.0,5.0,0.0,Expected
85,23,2.0,3.0,2.0,0.0,Expected
85,24,3.0,3.0,3.0,0.0,Expected
86,1,3.0,1.0,3.0,0.0,Expected
86,2,2.0,1.0,2.0,0.0,Expected
86,3,3.0,1.0,3.0,0.0,Expected
86,4,4.0,1.0,4.0,0.0,Expected
86,5,4.0,1.0,4.0,0.0,Expected
86,6,5.0,4.0,5.0,0.0,Expected
86,7,5.0,4.0,5.0,0.0,Expected
86,8,2.0,4.0,2.0,0.0,Expected
86,9,2.0,3.0,2.0,0.0,Expected
86,10,2.0,3.0,2.0,0.0,Expected
86,11,4.0,3.0,4.0,0.0,Expected
86,12,3.0,3.0,3.0,0.0,Expected
86,13,5.0,3.0,5.0,0.0,Expected
86,14,2.0,3.0,2.0,0.0,Expected
86,15,2.0,3.0,2.0,0.0,Expected
86,16,2.0,3.0,2.0,0.0,Expected
86,17,4.0,5.0,4.0,0.0,Expected
86,18,2.0,5.0,2.0,0.0,Expected
86,19,5.0,5.0,5.0,0.0,Expected
86,20,2.0,3.0,2.0,0.0,Expected
86,21,3.0,3.0,3.0,0.0,Expected
86,22,5.0,3.0,5.0,0.0,Expected
86,23,5.0,3.0,5.0,0.0,Expected
86,24,4.0,3.0,4.0,0.0,Expected
87,1,2.0,1.0,2.0,0.0,Expected
87,2,3.0,1.0,3.0,0.0,Expected
87,3,3.0,1.0,3.0,0.0,Expected
87,4,5.0,1.0,5.0,0.0,Expected
87,5,2.0,1.0,2.0,0.0,Expected
87,6,4.0,4.0,4.0,0.0,Expected
87,7,3.0,4.0,3.0,0.0,Expected
87,8,3.0,4.0,3.0,0.0,Expected
87,9,3.0,3.0,3.0,0.0,Expected
87,10,5.0,3.0,5.0,0.0,Expected
87,11,5.0,3.0,5.0,0.0,Expected
87,12,5.0,3.0,5.0,0.0,Expected
87,13,5.0,3.0,5.0,0.0,Expected
87,14,2.0,3.0,2.0,0.0,Expected
87,15,3.0,3.0,3.0,0.0,Expected
87,16,3.0,3.0,3.0,0.0,Expected
87,17,3.0,5.0,3.0,0.0,Expected
87,18,2.0,5.0,2.0,0.0,Expected
87,19,3.0,5.0,3.0,0.0,Expected
87,20,5.0,3.0,5.0,0.0,Expected
87,21,5.0,3.0,5.0,0.0,Expected
87,22,2.0,3.0,2.0,0.0,Expected
87,23,2.0,3.0,2.0,0.0,Expected
87,24,5.0,3.0,5.0,0.0,Expected
88,1,5.0,1.0,5.0,0.0,Expected
88,2,5.0,1.0,5.0,0.0,Expected
88,3,5.0,1.0,5.0,0.0,Expected
88,4,3.0,1.0,3.0,0.0,Expected
88,5,5.0,1.0,5.0,0.0,Expected
88,6,4.0,4.0,4.0,0.0,Expected
88,7,3.0,4.0,3.0,0.0,Expected
88,8,2.0,4.0,2.0,0.0,Expected
88,9,4.0,3.0,4.0,0.0,Expected
88,10,4.0,3.0,4.0,0.0,Expected
88,11,3.0,3.0,3.0,0.0,Expected
88,12,3.0,3.0,3.0,0.0,Expected
88,13,3.0,3.0,3.0,0.0,Expected
88,14,5.0,3.0,5.0,0.0,Expected
88,15,2.0,3.0,2.0,0.0,Expected
88,16,5.0,3.0,5.0,0.0,Expected
88,17,4.0,5.0,4.0,0.0,Expected
88,18,2.0,5.0,2.0,0.0,Expected
88,19,5.0,5.0,5.0,0.0,Expected
88,20,5.0,3.0,5.0,0.0,Expected
88,21,3.0,3.0,3.0,0.0,Expected
88,22,2.0,3.0,2.0,0.0,Expected
88,23,3.0,3.0,3.0,0.0,Expected
88,24,5.0,3.0,5.0,0.0,Expected
89,1,5.0,1.0,5.0,0.0,Expected
89,2,3.0,1.0,3.0,0.0,Expected
89,3,3.0,1.0,3.0,0.0,Expected
89,4,4.0,1.0,4.0,0.0,Expected
89,5,4.0,1.0,4.0,0.0,Expected
89,6,5.0,4.0,5.0,0.0,Expected
89,7,5.0,4.0,5.0,0.0,Expected
89,8,3.0,4.0,3.0,0.0,Expected
89,9,2.0,3.0,2.0,0.0,Expected
89,10,4.0,3.0,4.0,0.0,Expected
89,11,3.0,3.0,3.0,0.0,Expected
89,12,2.0,3.0,2.0,0.0,Expected
89,13,4.0,3.0,4.0,0.0,Expected
89,14,3.0,3.0,3.0,0.0,Expected
89,15,3.0,3.0,3.0,0.0,Expected
89,16,2.0,3.0,2.0,0.0,Expected
89,17,5.0,5.0,5.0,0.0,Expected
89,18,2.0,5.0,2.0,0.0,Expected
89,19,3.0,5.0,3.0,0.0,Expected
89,20,5.0,3.0,5.0,0.0,Expected
89,21,5.0,3.0,5.0,0.0,Expected
89,22,5.0,3.0,5.0,0.0,Expected
89,23,5.0,3.0,5.0,0.0,Expected
89,24,2.0,3.0,2.0,0.0,Expected
90,1,2.0,1.0,2.0,0.0,Expected
90,2,3.0,1.0,3.0,0.0,Expected
90,3,5.0,1.0,5.0,0.0,Expected
90,4,3.0,1.0,3.0,0.0,Expected
90,5,2.0,1.0,2.0,0.0,Expected
90,6,2.0,4.0,2.0,0.0,Expected
90,7,4.0,4.0,4.0,0.0,Expected
90,8,3.0,4.0,3.0,0.0,Expected
90,9,5.0,3.0,5.0,0.0,Expected
90,10,5.0,3.0,5.0,0.0,Expected
90,11,2.0,3.0,2.0,0.0,Expected
90,12,2.0,3.0,2.0,0.0,Expected
90,13,2.0,3.0,2.0,0.0,Expected
90,14,5.0,3.0,5.0,0.0,Expected
90,15,5.0,3.0,5.0,0.0,Expected
90,16,4.0,3.0,4.0,0.0,Expected
90,17,2.0,5.0,2.0,0.0,Expected
90,18,4.0,5.0,4.0,0.0,Expected
90,19,3.0,5.0,3.0,0.0,Expected
90,20,5.0,3.0,5.0,0.0,Expected
90,21,5.0,3.0,5.0,0.0,Expected
90,22,3.0,3.0,3.0,0.0,Expected
90,23,2.0,3.0,2.0,0.0,Expected
90,24,5.0,3.0,5.0,0.0,Expected
91,1,2.0,1.0,2.0,0.0,Expected
91,2,2.0,1.0,2.0,0.0,Expected
91,3,2.0,1.0,2.0,0.0,Expected
91,4,2.0,1.0,2.0,0.0,Expected
91,5,5.0,1.0,5.0,0.0,Expected
91,6,5.0,4.0,5.0,0.0,Expected
91,7,2.0,4.0,2.0,0.0,Expected
91,8,5.0,4.0,5.0,0.0,Expected
91,9,2.0,3.0,2.0,0.0,Expected
91,10,2.0,3.0,2.0,0.0,Expected
91,11,2.0,3.0,2.0,0.0,Expected
91,12,5.0,3.0,5.0,0.0,Expected
91,13,3.0,3.0,3.0,0.0,Expected
91,14,2.0,3.0,2.0,0.0,Expected
91,15,3.0,3.0,3.0,0.0,Expected
91,16,2.0,3.0,2.0,0.0,Expected
91,17,5.0,5.0,5.0,0.0,Expected
91,18,5.0,5.0,5.0,0.0,Expected
91,19,3.0,5.0,3.0,0.0,Expected
91,20,2.0,3.0,2.0,0.0,Expected
91,21,4.0,3.0,4.0,0.0,Expected
91,22,5.0,3.0,5.0,0.0,Expected
91,23,3.0,3.0,3.0,0.0,Expected
91,24,3.0,3.0,3.0,0.0,Expected
92,1,4.0,1.0,4.0,0.0,Expected
92,2,2.0,1.0,2.0,0.0,Expected
92,3,3.0,1.0,3.0,0.0,Expected
92,4,3.0,1.0,3.0,0.0,Expected
92,5,3.0,1.0,3.0,0.0,Expected
92,6,3.0,4.0,3.0,0.0,Expected
92,7,2.0,4.0,2.0,0.0,Expected
92,8,2.0,4.0,2.0,0.0,Expected
92,9,5.0,3.0,5.0,0.0,Expected
92,10,2.0,3.0,2.0,0.0,Expected
92,11,3.0,3.0,3.0,0.0,Expected
92,12,3.0,3.0,3.0,0.0,Expected
92,13,4.0,3.0,4.0,0.0,Expected
92,14,5.0,3.0,5.0,0.0,Expected
92,15,3.0,3.0,3.0,0.0,Expected
92,16,3.0,3.0,3.0,0.0,Expected
92,17,2.0,5.0,2.0,0.0,Expected
92,18,2.0,5.0,2.0,0.0,Expected
92,19,5.0,5.0,5.0,0.0,Expected
92,20,5.0,3.0,5.0,0.0,Expected
92,21,5.0,3.0,5.0,0.0,Expected
92,22,4.0,3.0,4.0,0.0,Expected
92,23,5.0,3.0,5.0,0.0,Expected
92,24,2.0,3.0,2.0,0.0,Expected
93,1,5.0,1.0,5.0,0.0,Expected
93,2,2.0,1.0,2.0,0.0,Expected
93,3,4.0,1.0,4.0,0.0,Expected
93,4,4.0,1.0,4.0,0.0,Expected
93,5,4.0,1.0,4.0,0.0,Expected
93,6,4.0,4.0,4.0,0.0,Expected
93,7,2.0,4.0,2.0,0.0,Expected
93,8,5.0,4.0,5.0,0.0,Expected
93,9,2.0,3.0,2.0,0.0,Expected
93,10,4.0,3.0,4.0,0.0,Expected
93,11,3.0,3.0,3.0,0.0,Expected
93,12,3.0,3.0,3.0,0.0,Expected
93,13,5.0,3.0,5.0,0.0,Expected
93,14,2.0,3.0,2.0,0.0,Expected
93,15,4.0,3.0,4.0,0.0,Expected
93,16,5.0,3.0,5.0,0.0,Expected
93,17,3.0,5.0,3.0,0.0,Expected
93,18,4.0,5.0,4.0,0.0,Expected
93,19,4.0,5.0,4.0,0.0,Expected
93,20,3.0,3.0,3.0,0.0,Expected
93,21,4.0,3.0,4.0,0.0,Expected
93,22,5.0,3.0,5.0,0.0,Expected
93,23,3.0,3.0,3.0,0.0,Expected
93,24,2.0,3.0,2.0,0.0,Expected
94,1,3.0,1.0,3.0,0.0,Expected
94,2,4.0,1.0,4.0,0.0,Expected
94,3,3.0,1.0,3.0,0.0,Expected
94,4,5.0,1.0,5.0,0.0,Expected
94,5,5.0,1.0,5.0,0.0,Expected
94,6,2.0,4.0,2.0,0.0,Expected
94,7,2.0,4.0,2.0,0.0,Expected
94,8,2.0,4.0,2.0,0.0,Expected
94,9,5.0,3.0,5.0,0.0,Expected
94,10,5.0,3.0,5.0,0.0,Expected
94,11,2.0,3.0,2.0,0.0,Expected
94,12,5.0,3.0,5.0,0.0,Expected
94,13,2.0,3.0,2.0,0.0,Expected
94,14,5.0,3.0,5.0,0.0,Expected
94,15,5.0,3.0,5.0,0.0,Expected
94,16,3.0,3.0,3.0,0.0,Expected
94,17,2.0,5.0,2.0,0.0,Expected
94,18,2.0,5.0,2.0,0.0,Expected
94,19,3.0,5.0,3.0,0.0,Expected
94,20,3.0,3.0,3.0,0.0,Expected
94,21,5.0,3.0,5.0,0.0,Expected
94,22,2.0,3.0,2.0,0.0,Expected
94,23,3.0,3.0,3.0,0.0,Expected
94,24,3.0,3.0,3.0,0.0,Expected
95,1,3.0,1.0,3.0,0.0,Expected
95,2,2.0,1.0,2.0,0.0,Expected
95,3,4.0,1.0,4.0,0.0,Expected
95,4,5.0,1.0,5.0,0.0,Expected
95,5,3.0,1.0,3.0,0.0,Expected
95,6,2.0,4.0,2.0,0.0,Expected
95,7,4.0,4.0,4.0,0.0,Expected
95,8,4.0,4.0,4.0,0.0,Expected
95,9,5.0,3.0,5.0,0.0,Expected
95,10,5.0,3.0,5.0,0.0,Expected
95,11,2.0,3.0,2.0,0.0,Expected
95,12,4.0,3.0,4.0,0.0,Expected
95,13,4.0,3.0,4.0,0.0,Expected
95,14,2.0,3.0,2.0,0.0,Expected
95,15,5.0,3.0,5.0,0.0,Expected
95,16,2.0,3.0,2.0,0.0,Expected
95,17,4.0,5.0,4.0,0.0,Expected
95,18,5.0,5.0,5.0,0.0,Expected
95,19,5.0,5.0,5.0,0.0,Expected
95,20,3.0,3.0,3.0,0.0,Expected
95,21,2.0,3.0,2.0,0.0,Expected
95,22,3.0,3.0,3.0,0.0,Expected
95,23,5.0,3.0,5.0,0.0,Expected
95,24,4.0,3.0,4.0,0.0,Expected
96,1,4.0,1.0,4.0,0.0,Expected
96,2,4.0,1.0,4.0,0.0,Expected
96,3,3.0,1.0,3.0,0.0,Expected
96,4,2.0,1.0,2.0,0.0,Expected
96,5,2.0,1.0,2.0,0.0,Expected
96,6,3.0,4.0,3.0,0.0,Expected
96,7,4.0,4.0,4.0,0.0,Expected
96,8,2.0,4.0,2.0,0.0,Expected
96,9,4.0,3.0,4.0,0.0,Expected
96,10,5.0,3.0,5.0,0.0,Expected
96,11,5.0,3.0,5.0,0.0,Expected
96,12,5.0,3.0,5.0,0.0,Expected
96,13,5.0,3.0,5.0,0.0,Expected
96,14,4.0,3.0,4.0,0.0,Expected
96,15,2.0,3.0,2.0,0.0,Expected
96,16,5.0,3.0,5.0,0.0,Expected
96,17,2.0,5.0,2.0,0.0,Expected
96,18,5.0,5.0,5.0,0.0,Expected
96,19,5.0,5.0,5.0,0.0,Expected
96,20,4.0,3.0,4.0,0.0,Expected
96,21,4.0,3.0,4.0,0.0,Expected
96,22,5.0,3.0,5.0,0.0,Expected
96,23,5.0,3.0,5.0,0.0,Expected
96,24,3.0,3.0,3.0,0.0,Expected
97,1,4.0,1.0,4.0,0.0,Expected
97,2,5.0,1.0,5.0,0.0,Expected
97,3,5.0,1.0,5.0,0.0,Expected
97,4,3.0,1.0,3.0,0.0,Expected
97,5,5.0,1.0,5.0,0.0,Expected
97,6,5.0,4.0,5.0,0.0,Expected
97,7,4.0,4.0,4.0,0.0,Expected
97,8,3.0,4.0,3.0,0.0,Expected
97,9,3.0,3.0,3.0,0.0,Expected
97,10,4.0,3.0,4.0,0.0,Expected
97,11,3.0,3.0,3.0,0.0,Expected
97,12,3.0,3.0,3.0,0.0,Expected
97,13,3.0,3.0,3.0,0.0,Expected
97,14,3.0,3.0,3.0,0.0,Expected
97,15,4.0,3.0,4.0,0.0,Expected
97,16,4.0,3.0,4.0,0.0,Expected
97,17,3.0,5.0,3.0,0.0,Expected
97,18,3.0,5.0,3.0,0.0,Expected
97,19,5.0,5.0,5.0,0.0,Expected
97,20,5.0,3.0,5.0,0.0,Expected
97,21,3.0,3.0,3.0,0.0,Expected
97,22,2.0,3.0,2.0,0.0,Expected
97,23,2.0,3.0,2.0,0.0,Expected
97,24,3.0,3.0,3.0,0.0,Expected
98,1,4.0,1.0,4.0,0.0,Expected
98,2,4.0,1.0,4.0,0.0,Expected
98,3,3.0,1.0,3.0,0.0,Expected
98,4,3.0,1.0,3.0,0.0,Expected
98,5,5.0,1.0,5.0,0.0,Expected
98,6,2.0,4.0,2.0,0.0,Expected
98,7,5.0,4.0,5.0,0.0,Expected
98,8,5.0,4.0,5.0,0.0,Expected
98,9,3.0,3.0,3.0,0.0,Expected
98,10,2.0,3.0,2.0,0.0,Expected
98,11,2.0,3.0,2.0,0.0,Expected
98,12,3.0,3.0,3.0,0.0,Expected
98,13,3.0,3.0,3.0,0.0,Expected
98,14,2.0,3.0,2.0,0.0,Expected
98,15,3.0,3.0,3.0,0.0,Expected
98,16,2.0,3.0,2.0,0.0,Expected
98,17,5.0,5.0,5.0,0.0,Expected
98,18,4.0,5.0,4.0,0.0,Expected
98,19,4.0,5.0,4.0,0.0,Expected
98,20,3.0,3.0,3.0,0.0,Expected
98,21,2.0,3.0,2.0,0.0,Expected
98,22,5.0,3.0,5.0,0.0,Expected
98,23,5.0,3.0,5.0,0.0,Expected
98,24,2.0,3.0,2.0,0.0,Expected
99,1,2.0,1.0,2.0,0.0,Expected
99,2,3.0,1.0,3.0,0.0,Expected
99,3,2.0,1.0,2.0,0.0,Expected
99,4,4.0,1.0,4.0,0.0,Expected
99,5,4.0,1.0,4.0,0.0,Expected
99,6,4.0,4.0,4.0,0.0,Expected
99,7,5.0,4.0,5.0,0.0,Expected
99,8,2.0,4.0,2.0,0.0,Expected
99,9,3.0,3.0,3.0,0.0,Expected
99,10,4.0,3.0,4.0,0.0,Expected
99,11,5.0,3.0,5.0,0.0,Expected
99,12,5.0,3.0,5.0,0.0,Expected
99,13,3.0,3.0,3.0,0.0,Expected
99,14,5.0,3.0,5.0,0.0,Expected
99,15,5.0,3.0,5.0,0.0,Expected
99,16,5.0,3.0,5.0,0.0,Expected
99,17,3.0,5.0,3.0,0.0,Expected
99,18,5.0,5.0,5.0,0.0,Expected
99,19,2.0,5.0,2.0,0.0,Expected
99,20,4.0,3.0,4.0,0.0,Expected
99,21,2.0,3.0,2.0,0.0,Expected
99,22,2.0,3.0,2.0,0.0,Expected
99,23,5.0,3.0,5.0,0.0,Expected
99,24,3.0,3.0,3.0,0.0,Expected
100,1,3.0,1.0,3.0,0.0,Expected
100,2,4.0,1.0,4.0,0.0,Expected
100,3,5.0,1.0,5.0,0.0,Expected
100,4,3.0,1.0,3.0,0.0,Expected
100,5,2.0,1.0,2.0,0.0,Expected
100,6,4.0,4.0,4.0,0.0,Expected
100,7,5.0,4.0,5.0,0.0,Expected
100,8,4.0,4.0,4.0,0.0,Expected
100,9,3.0,3.0,3.0,0.0,Expected
100,10,4.0,3.0,4.0,0.0,Expected
100,11,5.0,3.0,5.0,0.0,Expected
100,12,4.0,3.0,4.0,0.0,Expected
100,13,2.0,3.0,2.0,0.0,Expected
100,14,2.0,3.0,2.0,0.0,Expected
100,15,3.0,3.0,3.0,0.0,Expected
100,16,4.0,3.0,4.0,0.0,Expected
100,17,2.0,5.0,2.0,0.0,Expected
100,18,3.0,5.0,3.0,0.0,Expected
100,19,3.0,5.0,3.0,0.0,Expected
100,20,4.0,3.0,4.0,0.0,Expected
100,21,5.0,3.0,5.0,0.0,Expected
100,22,2.0,3.0,2.0,0.0,Expected
100,23,2.0,3.0,2.0,0.0,Expected
100,24,4.0,3.0,4.0,0.0,Expected
101,1,3.0,1.0,3.0,0.0,Expected
101,2,2.0,1.0,2.0,0.0,Expected
101,3,5.0,1.0,5.0,0.0,Expected
101,4,5.0,1.0,5.0,0.0,Expected
101,5,4.0,1.0,4.0,0.0,Expected
101,6,5.0,4.0,5.0,0.0,Expected
101,7,3.0,4.0,3.0,0.0,Expected
101,8,3.0,4.0,3.0,0.0,Expected
101,9,3.0,3.0,3.0,0.0,Expected
101,10,3.0,3.0,3.0,0.0,Expected
101,11,3.0,3.0,3.0,0.0,Expected
101,12,4.0,3.0,4.0,0.0,Expected
101,13,5.0,3.0,5.0,0.0,Expected
101,14,3.0,3.0,3.0,0.0,Expected
101,15,2.0,3.0,2.0,0.0,Expected
101,16,4.0,3.0,4.0,0.0,Expected
101,17,3.0,5.0,3.0,0.0,Expected
101,18,5.0,5.0,5.0,0.0,Expected
101,19,4.0,5.0,4.0,0.0,Expected
101,20,5.0,3.0,5.0,0.0,Expected
101,21,2.0,3.0,2.0,0.0,Expected
101,22,5.0,3.0,5.0,0.0,Expected
101,23,2.0,3.0,2.0,0.0,Expected
101,24,5.0,3.0,5.0,0.0,Expected
102,1,4.0,1.0,4.0,0.0,Expected
102,2,2.0,1.0,2.0,0.0,Expected
102,3,2.0,1.0,2.0,0.0,Expected
102,4,3.0,1.0,3.0,0.0,Expected
102,5,4.0,1.0,4.0,0.0,Expected
102,6,4.0,4.0,4.0,0.0,Expected
102,7,2.0,4.0,2.0,0.0,Expected
102,8,2.0,4.0,2.0,0.0,Expected
102,9,3.0,3.0,3.0,0.0,Expected
102,10,2.0,3.0,2.0,0.0,Expected
102,11,3.0,3.0,3.0,0.0,Expected
102,12,4.0,3.0,4.0,0.0,Expected
102,13,3.0,3.0,3.0,0.0,Expected
102,14,5.0,3.0,5.0,0.0,Expected
102,15,5.0,3.0,5.0,0.0,Expected
102,16,5.0,3.0,5.0,0.0,Expected
102,17,4.0,5.0,4.0,0.0,Expected
102,18,3.0,5.0,3.0,0.0,Expected
102,19,5.0,5.0,5.0,0.0,Expected
102,20,2.0,3.0,2.0,0.0,Expected
102,21,4.0,3.0,4.0,0.0,Expected
102,22,2.0,3.0,2.0,0.0,Expected
102,23,5.0,3.0,5.0,0.0,Expected
102,24,3.0,3.0,3.0,0.0,Expected
103,1,3.0,1.0,3.0,0.0,Expected
103,2,3.0,1.0,3.0,0.0,Expected
103,3,2.0,1.0,2.0,0.0,Expected
103,4,3.0,1.0,3.0,0.0,Expected
103,5,3.0,1.0,3.0,0.0,Expected
103,6,5.0,4.0,5.0,0.0,Expected
103,7,4.0,4.0,4.0,0.0,Expected
103,8,5.0,4.0,5.0,0.0,Expected
103,9,2.0,3.0,2.0,0.0,Expected
103,10,5.0,3.0,5.0,0.0,Expected
103,11,3.0,3.0,3.0,0.0,Expected
103,12,3.0,3.0,3.0,0.0,Expected
103,13,2.0,3.0,2.0,0.0,Expected
103,14,5.0,3.0,5.0,0.0,Expected
103,15,3.0,3.0,3.0,0.0,Expected
103,16,5.0,3.0,5.0,0.0,Expected
103,17,3.0,5.0,3.0,0.0,Expected
103,18,3.0,5.0,3.0,0.0,Expected
103,19,4.0,5.0,4.0,0.0,Expected
103,20,5.0,3.0,5.0,0.0,Expected
103,21,3.0,3.0,3.0,0.0,Expected
103,22,2.0,3.0,2.0,0.0,Expected
103,23,3.0,3.0,3.0,0.0,Expected
103,24,3.0,3.0,3.0,0.0,Expected
104,1,3.0,1.0,3.0,0.0,Expected
104,2,4.0,1.0,4.0,0.0,Expected
104,3,3.0,1.0,3.0,0.0,Expected
104,4,2.0,1.0,2.0,0.0,Expected
104,5,3.0,1.0,3.0,0.0,Expected
104,6,4.0,4.0,4.0,0.0,Expected
104,7,5.0,4.0,5.0,0.0,Expected
104,8,4.0,4.0,4.0,0.0,Expected
104,9,5.0,3.0,5.0,0.0,Expected
104,10,2.0,3.0,2.0,0.0,Expected
104,11,3.0,3.0,3.0,0.0,Expected
104,12,3.0,3.0,3.0,0.0,Expected
104,13,2.0,3.0,2.0,0.0,Expected
104,14,5.0,3.0,5.0,0.0,Expected
104,15,5.0,3.0,5.0,0.0,Expected
104,16,2.0,3.0,2.0,0.0,Expected
104,17,4.0,5.0,4.0,0.0,Expected
104,18,4.0,5.0,4.0,0.0,Expected
104,19,3.0,5.0,3.0,0.0,Expected
104,20,5.0,3.0,5.0,0.0,Expected
104,21,5.0,3.0,5.0,0.0,Expected
104,22,2.0,3.0,2.0,0.0,Expected
104,23,3.0,3.0,3.0,0.0,Expected
104,24,3.0,3.0,3.0,0.0,Expected
105,1,3.0,1.0,3.0,0.0,Expected
105,2,4.0,1.0,4.0,0.0,Expected
105,3,4.0,1.0,4.0,0.0,Expected
105,4,3.0,1.0,3.0,0.0,Expected
105,5,2.0,1.0,2.0,0.0,Expected
105,6,4.0,4.0,4.0,0.0,Expected
105,7,5.0,4.0,5.0,0.0,Expected
105,8,3.0,4.0,3.0,0.0,Expected
105,9,5.0,3.0,5.0,0.0,Expected
105,10,4.0,3.0,4.0,0.0,Expected
105,11,3.0,3.0,3.0,0.0,Expected
105,12,5.0,3.0,5.0,0.0,Expected
105,13,5.0,3.0,5.0,0.0,Expected
105,14,3.0,3.0,3.0,0.0,Expected
105,15,3.0,3.0,3.0,0.0,Expected
105,16,2.0,3.0,2.0,0.0,Expected
105,17,2.0,5.0,2.0,0.0,Expected
105,18,2.0,5.0,2.0,0.0,Expected
105,19,2.0,5.0,2.0,0.0,Expected
105,20,2.0,3.0,2.0,0.0,Expected
105,21,2.0,3.0,2.0,0.0,Expected
105,22,2.0,3.0,2.0,0.0,Expected
105,23,5.0,3.0,5.0,0.0,Expected
105,24,4.0,3.0,4.0,0.0,Expected
106,1,5.0,1.0,5.0,0.0,Expected
106,2,2.0,1.0,2.0,0.0,Expected
106,3,5.0,1.0,5.0,0.0,Expected
106,4,3.0,1.0,3.0,0.0,Expected
106,5,5.0,1.0,5.0,0.0,Expected
106,6,3.0,4.0,3.0,0.0,Expected
106,7,5.0,4.0,5.0,0.0,Expected
106,8,2.0,4.0,2.0,0.0,Expected
106,9,2.0,3.0,2.0,0.0,Expected
106,10,4.0,3.0,4.0,0.0,Expected
106,11,4.0,3.0,4.0,0.0,Expected
106,12,5.0,3.0,5.0,0.0,Expected
106,13,5.0,3.0,5.0,0.0,Expected
106,14,2.0,3.0,2.0,0.0,Expected
106,15,3.0,3.0,3.0,0.0,Expected
106,16,2.0,3.0,2.0,0.0,Expected
106,17,5.0,5.0,5.0,0.0,Expected
106,18,5.0,5.0,5.0,0.0,Expected
106,19,2.0,5.0,2.0,0.0,Expected
106,20,4.0,3.0,4.0,0.0,Expected
106,21,3.0,3.0,3.0,0.0,Expected
106,22,5.0,3.0,5.0,0.0,Expected
106,23,2.0,3.0,2.0,0.0,Expected
106,24,3.0,3.0,3.0,0.0,Expected
107,1,4.0,1.0,4.0,0.0,Expected
107,2,2.0,1.0,2.0,0.0,Expected
107,3,2.0,1.0,2.0,0.0,Expected
107,4,2.0,1.0,2.0,0.0,Expected
107,5,2.0,1.0,2.0,0.0,Expected
107,6,2.0,4.0,2.0,0.0,Expected
107,7,5.0,4.0,5.0,0.0,Expected
107,8,3.0,4.0,3.0,0.0,Expected
107,9,3.0,3.0,3.0,0.0,Expected
107,10,4.0,3.0,4.0,0.0,Expected
107,11,2.0,3.0,2.0,0.0,Expected
107,12,4.0,3.0,4.0,0.0,Expected
107,13,2.0,3.0,2.0,0.0,Expected
107,14,3.0,3.0,3.0,0.0,Expected
107,15,2.0,3.0,2.0,0.0,Expected
107,16,3.0,3.0,3.0,0.0,Expected
107,17,2.0,5.0,2.0,0.0,Expected
107,18,2.0,5.0,2.0,0.0,Expected
107,19,3.0,5.0,3.0,0.0,Expected
107,20,4.0,3.0,4.0,0.0,Expected
107,21,5.0,3.0,5.0,0.0,Expected
107,22,3.0,3.0,3.0,0.0,Expected
107,23,5.0,3.0,5.0,0.0,Expected
107,24,3.0,3.0,3.0,0.0,Expected
108,1,3.0,1.0,3.0,0.0,Expected
108,2,3.0,1.0,3.0,0.0,Expected
108,3,4.0,1.0,4.0,0.0,Expected
108,4,5.0,1.0,5.0,0.0,Expected
108,5,4.0,1.0,4.0,0.0,Expected
108,6,3.0,4.0,3.0,0.0,Expected
108,7,2.0,4.0,2.0,0.0,Expected
108,8,4.0,4.0,4.0,0.0,Expected
108,9,5.0,3.0,5.0,0.0,Expected
108,10,3.0,3.0,3.0,0.0,Expected
108,11,2.0,3.0,2.0,0.0,Expected
108,12,3.0,3.0,3.0,0.0,Expected
108,13,5.0,3.0,5.0,0.0,Expected
108,14,3.0,3.0,3.0,0.0,Expected
108,15,4.0,3.0,4.0,0.0,Expected
108,16,3.0,3.0,3.0,0.0,Expected
108,17,5.0,5.0,5.0,0.0,Expected
108,18,2.0,5.0,2.0,0.0,Expected
108,19,2.0,5.0,2.0,0.0,Expected
